timestamp,value,value_predicted,dist
2014/2/26 22:05,2.344,0.126080657,2.217919343
2014/2/21 3:25,1.6,0.126080657,1.473919343
2014/2/28 3:20,1.6,0.126080657,1.473919343
2014/2/20 3:35,1.598,0.126080657,1.471919343
2014/2/16 3:05,1.534,0.126080657,1.407919343
2014/2/18 3:20,1.534,0.126080657,1.407919343
2014/2/26 3:15,1.534,0.126080657,1.407919343
2014/2/27 3:40,1.532,0.126080657,1.405919343
2014/2/25 3:10,1.49,0.126080657,1.363919343
2014/2/22 3:30,1.468,0.126080657,1.341919343
2014/2/15 3:05,1.466,0.126080657,1.339919343
2014/2/24 3:30,1.466,0.126080657,1.339919343
2014/2/19 3:35,1.444,0.126080657,1.317919343
2014/2/23 3:35,1.444,0.126080657,1.317919343
2014/2/17 3:15,1.398,0.126080657,1.271919343
2014/2/27 17:15,0.602,0.126080657,0.475919343
2014/2/27 17:20,0.332,0.126080657,0.205919343
2014/2/26 23:15,0.328,0.126080657,0.201919343
2014/2/18 10:05,0.266,0.126080657,0.139919343
2014/2/25 15:45,0.266,0.126080657,0.139919343
2014/2/26 21:00,0.266,0.126080657,0.139919343
2014/2/26 21:10,0.264,0.126080657,0.137919343
2014/2/15 16:05,0.204,0.126080657,0.077919343
2014/2/17 19:55,0.204,0.126080657,0.077919343
2014/2/16 21:35,0.202,0.126080657,0.075919343
2014/2/17 13:55,0.202,0.126080657,0.075919343
2014/2/17 14:50,0.202,0.126080657,0.075919343
2014/2/17 15:50,0.202,0.126080657,0.075919343
2014/2/17 22:05,0.202,0.126080657,0.075919343
2014/2/18 18:15,0.202,0.126080657,0.075919343
2014/2/18 19:50,0.202,0.126080657,0.075919343
2014/2/19 6:10,0.202,0.126080657,0.075919343
2014/2/19 17:30,0.202,0.126080657,0.075919343
2014/2/19 19:10,0.202,0.126080657,0.075919343
2014/2/19 20:50,0.202,0.126080657,0.075919343
2014/2/19 23:05,0.202,0.126080657,0.075919343
2014/2/20 1:00,0.202,0.126080657,0.075919343
2014/2/20 5:55,0.202,0.126080657,0.075919343
2014/2/20 10:40,0.202,0.126080657,0.075919343
2014/2/20 15:50,0.202,0.126080657,0.075919343
2014/2/21 4:10,0.202,0.126080657,0.075919343
2014/2/22 7:55,0.202,0.126080657,0.075919343
2014/2/22 14:55,0.202,0.126080657,0.075919343
2014/2/23 1:15,0.202,0.126080657,0.075919343
2014/2/23 11:30,0.202,0.126080657,0.075919343
2014/2/23 12:25,0.202,0.126080657,0.075919343
2014/2/24 4:05,0.202,0.126080657,0.075919343
2014/2/24 20:55,0.202,0.126080657,0.075919343
2014/2/25 3:55,0.202,0.126080657,0.075919343
2014/2/25 15:20,0.202,0.126080657,0.075919343
2014/2/25 23:20,0.202,0.126080657,0.075919343
2014/2/25 23:55,0.202,0.126080657,0.075919343
2014/2/26 5:45,0.202,0.126080657,0.075919343
2014/2/26 6:55,0.202,0.126080657,0.075919343
2014/2/26 7:50,0.202,0.126080657,0.075919343
2014/2/26 8:55,0.202,0.126080657,0.075919343
2014/2/26 11:00,0.202,0.126080657,0.075919343
2014/2/26 14:25,0.202,0.126080657,0.075919343
2014/2/26 14:45,0.202,0.126080657,0.075919343
2014/2/27 6:55,0.202,0.126080657,0.075919343
2014/2/27 8:55,0.202,0.126080657,0.075919343
2014/2/27 13:45,0.202,0.126080657,0.075919343
2014/2/28 9:55,0.202,0.126080657,0.075919343
2014/2/28 11:35,0.202,0.126080657,0.075919343
