,timestamp,value,Datetime,scaled_value,dist
0,2015-02-26 21:42:53,57,2015-02-26 21:42:53,0.03407053197848177,0.4654405907250705
1,2015-02-26 21:47:53,43,2015-02-26 21:47:53,0.025702331141661684,0.47353189818458646
2,2015-02-26 21:52:53,55,2015-02-26 21:52:53,0.032875074716078895,0.46604080620242394
3,2015-02-26 21:57:53,64,2015-02-26 21:57:53,0.03825463239689181,0.4603371780679672
4,2015-02-26 22:02:53,93,2015-02-26 22:02:53,0.05558876270173341,0.442503650246875
5,2015-02-26 22:07:53,104,2015-02-26 22:07:53,0.06216377764494919,0.43544416875092484
6,2015-02-26 22:12:53,89,2015-02-26 22:12:53,0.05319784817692767,0.4441685205936717
7,2015-02-26 22:17:53,87,2015-02-26 22:17:53,0.0520023909145248,0.4452098402446854
8,2015-02-26 22:22:53,57,2015-02-26 22:22:53,0.03407053197848177,0.4632980421639743
9,2015-02-26 22:27:53,68,2015-02-26 22:27:53,0.04064554692169754,0.4567727374945012
10,2015-02-26 22:32:53,64,2015-02-26 22:32:53,0.03825463239689181,0.45924763496379545
11,2015-02-26 22:37:53,61,2015-02-26 22:37:53,0.036461446503287503,0.46114030100952985
12,2015-02-26 22:42:53,73,2015-02-26 22:42:53,0.04363419007770472,0.453946755414086
13,2015-02-26 22:47:53,79,2015-02-26 22:47:53,0.04722056186491332,0.45029121243661563
14,2015-02-26 22:52:53,80,2015-02-26 22:52:53,0.04781829049611476,0.44962911078905676
15,2015-02-26 22:57:53,76,2015-02-26 22:57:53,0.045427375971309025,0.4520042598853194
16,2015-02-26 23:02:53,49,2015-02-26 23:02:53,0.02928870292887029,0.46836591390386284
17,2015-02-26 23:07:53,59,2015-02-26 23:07:53,0.035265989240884636,0.4624855149419309
18,2015-02-26 23:12:53,55,2015-02-26 23:12:53,0.032875074716078895,0.4649861020131234
19,2015-02-26 23:17:53,48,2015-02-26 23:17:53,0.028690974297668856,0.4693153397415615
20,2015-02-26 23:22:53,41,2015-02-26 23:22:53,0.024506873879258814,0.47367232343214255
21,2015-02-26 23:27:53,49,2015-02-26 23:27:53,0.02928870292887029,0.4689554932476586
22,2015-02-26 23:32:53,63,2015-02-26 23:32:53,0.03765690376569037,0.46051132629107233
23,2015-02-26 23:37:53,36,2015-02-26 23:37:53,0.021518230723251642,0.4768138525019986
24,2015-02-26 23:42:53,42,2015-02-26 23:42:53,0.025104602510460247,0.47330603963660395
25,2015-02-26 23:47:53,50,2015-02-26 23:47:53,0.029886431560071723,0.4685133625416434
26,2015-02-26 23:52:53,35,2015-02-26 23:52:53,0.02092050209205021,0.47759388193924557
27,2015-02-26 23:57:53,41,2015-02-26 23:57:53,0.024506873879258814,0.4740454485084365
28,2015-02-27 00:02:53,39,2015-02-27 00:02:53,0.023311416616855946,0.47528388071972244
29,2015-02-27 00:07:53,48,2015-02-27 00:07:53,0.028690974297668856,0.46985765260205037
30,2015-02-27 00:12:53,31,2015-02-27 00:12:53,0.01852958756724447,0.48012337726315407
31,2015-02-27 00:17:53,35,2015-02-27 00:17:53,0.02092050209205021,0.477781249140097
32,2015-02-27 00:22:53,32,2015-02-27 00:22:53,0.019127316198445904,0.4796363344573006
33,2015-02-27 00:27:53,36,2015-02-27 00:27:53,0.021518230723251642,0.4772579965125424
34,2015-02-27 00:32:53,37,2015-02-27 00:32:53,0.022115959354453076,0.476658271125741
35,2015-02-27 00:37:53,62,2015-02-27 00:37:53,0.03705917513448894,0.4614955612413198
36,2015-02-27 00:42:53,41,2015-02-27 00:42:53,0.024506873879258814,0.47404851814764243
37,2015-02-27 00:47:53,51,2015-02-27 00:47:53,0.03048416019127316,0.4679890966351276
38,2015-02-27 00:52:53,65,2015-02-27 00:52:53,0.038852361028093245,0.45943555515537843
39,2015-02-27 00:57:53,39,2015-02-27 00:57:53,0.023311416616855946,0.4750530915351521
40,2015-02-27 01:02:53,56,2015-02-27 01:02:53,0.03347280334728033,0.46481347370846005
41,2015-02-27 01:07:53,42,2015-02-27 01:07:53,0.025104602510460247,0.47324107057379877
