,timestamp,value,Datetime,scaled_value,dist
0,2015/7/10 14:24,564,2015/7/10 14:24,0.10990099,0.391200623
1,2015/7/10 14:38,730,2015/7/10 14:38,0.142772277,0.359701614
2,2015/7/10 14:48,770,2015/7/10 14:48,0.150693069,0.353126277
3,2015/7/10 15:03,910,2015/7/10 15:03,0.178415842,0.326899462
4,2015/7/10 15:22,1035,2015/7/10 15:22,0.203168317,0.303737179
5,2015/7/10 15:32,1065,2015/7/10 15:32,0.209108911,0.299270191
6,2015/7/10 15:42,953,2015/7/10 15:42,0.186930693,0.322516285
7,2015/7/10 15:52,1005,2015/7/10 15:52,0.197227723,0.313242668
8,2015/7/10 16:02,996,2015/7/10 16:02,0.195445545,0.315879934
9,2015/7/10 16:12,901,2015/7/10 16:12,0.176633663,0.335222416
10,2015/7/10 16:22,939,2015/7/10 16:22,0.184158416,0.328210025
11,2015/7/10 16:32,988,2015/7/10 16:32,0.193861386,0.319028178
12,2015/7/10 16:42,1020,2015/7/10 16:42,0.20019802,0.313194309
13,2015/7/10 16:52,876,2015/7/10 16:52,0.171683168,0.341838265
14,2015/7/10 17:02,870,2015/7/10 17:02,0.17049505,0.343106373
15,2015/7/10 17:12,809,2015/7/10 17:12,0.158415842,0.355105174
16,2015/7/10 17:22,884,2015/7/10 17:22,0.173267327,0.340316929
17,2015/7/10 17:32,926,2015/7/10 17:32,0.181584158,0.332128546
18,2015/7/10 17:42,829,2015/7/10 17:42,0.162376238,0.351244735
19,2015/7/10 18:02,712,2015/7/10 18:02,0.139207921,0.374083617
20,2015/7/10 18:12,624,2015/7/10 18:12,0.121782178,0.39102239
21,2015/7/10 18:22,632,2015/7/10 18:22,0.123366337,0.389008303
22,2015/7/10 18:32,596,2015/7/10 18:32,0.116237624,0.395672576
23,2015/7/10 18:42,510,2015/7/10 18:42,0.099207921,0.412110882
24,2015/7/10 18:52,526,2015/7/10 18:52,0.102376238,0.408449218
25,2015/7/10 19:32,99,2015/7/10 19:32,0.017821782,0.49168796
26,2015/7/10 19:42,85,2015/7/10 19:42,0.015049505,0.49325068
27,2015/7/10 20:02,85,2015/7/10 20:02,0.015049505,0.492164505
28,2015/7/10 20:12,87,2015/7/10 20:12,0.015445545,0.490814314
29,2015/7/10 20:22,93,2015/7/10 20:22,0.016633663,0.488808479
30,2015/7/10 20:42,57,2015/7/10 20:42,0.00950495,0.495161438
31,2015/7/10 21:32,101,2015/7/10 21:32,0.018217822,0.485871116
32,2015/7/11 10:10,177,2015/7/11 10:10,0.033267327,0.470489494
33,2015/7/11 10:30,221,2015/7/11 10:30,0.041980198,0.461603114
34,2015/7/11 11:00,332,2015/7/11 11:00,0.063960396,0.439723409
35,2015/7/11 11:10,338,2015/7/11 11:10,0.065148515,0.438670474
36,2015/7/11 11:20,263,2015/7/11 11:20,0.05029703,0.453514687
37,2015/7/11 11:30,304,2015/7/11 11:30,0.058415842,0.445480216
38,2015/7/11 11:40,358,2015/7/11 11:40,0.069108911,0.434979133
39,2015/7/11 11:50,385,2015/7/11 11:50,0.074455446,0.429868097
40,2015/7/11 12:00,397,2015/7/11 12:00,0.076831683,0.427733496
41,2015/7/11 12:10,426,2015/7/11 12:10,0.082574257,0.422268799
42,2015/7/11 12:20,461,2015/7/11 12:20,0.08950495,0.415658779
43,2015/7/11 12:28,418,2015/7/11 12:28,0.080990099,0.424373961
44,2015/7/11 12:38,448,2015/7/11 12:38,0.086930693,0.418667435
45,2015/7/11 12:43,432,2015/7/11 12:43,0.083762376,0.422007294
46,2015/7/11 12:53,416,2015/7/11 12:53,0.080594059,0.425289753
47,2015/7/11 12:57,425,2015/7/11 12:57,0.082376238,0.423619811
48,2015/7/11 13:07,439,2015/7/11 13:07,0.085148515,0.420969604
49,2015/7/11 13:09,423,2015/7/11 13:09,0.081980198,0.424209864
50,2015/7/11 13:19,370,2015/7/11 13:19,0.071485149,0.434656156
51,2015/7/11 13:29,404,2015/7/11 13:29,0.078217822,0.427940649
52,2015/7/11 13:39,387,2015/7/11 13:39,0.074851485,0.431283561
53,2015/7/11 14:41,185,2015/7/11 14:41,0.034851485,0.470849163
54,2015/7/11 15:01,184,2015/7/11 15:01,0.034653465,0.470641692
55,2015/7/11 16:53,104,2015/7/11 16:53,0.018811881,0.485949159
56,2015/7/11 17:02,108,2015/7/11 17:02,0.01960396,0.484681137
57,2015/7/11 17:13,121,2015/7/11 17:13,0.022178218,0.481709018
58,2015/7/11 17:23,120,2015/7/11 17:23,0.021980198,0.481557516
59,2015/7/11 17:33,127,2015/7/11 17:33,0.023366337,0.479883726
60,2015/7/11 18:23,52,2015/7/11 18:23,0.008514851,0.494339377
61,2015/7/12 10:56,93,2015/7/12 10:56,0.016633663,0.485954728
62,2015/7/12 12:36,151,2015/7/12 12:36,0.028118812,0.474359788
63,2015/7/12 12:46,161,2015/7/12 12:46,0.03009901,0.472318197
64,2015/7/12 12:56,160,2015/7/12 12:56,0.02990099,0.472473301
65,2015/7/12 13:36,177,2015/7/12 13:36,0.033267327,0.469112746
66,2015/7/12 15:26,193,2015/7/12 15:26,0.036435644,0.465990623
67,2015/7/12 19:13,119,2015/7/12 19:13,0.021782178,0.48054437
68,2015/7/13 9:15,143,2015/7/13 9:15,0.026534653,0.475749218
69,2015/7/13 9:45,151,2015/7/13 9:45,0.028118812,0.474144555
70,2015/7/13 12:07,138,2015/7/13 12:07,0.025544554,0.476677268
71,2015/7/13 12:37,143,2015/7/13 12:37,0.026534653,0.475661241
72,2015/7/13 12:47,146,2015/7/13 12:47,0.027128713,0.475051804
73,2015/7/13 14:37,173,2015/7/13 14:37,0.032475248,0.469747529
74,2015/7/13 15:27,226,2015/7/13 15:27,0.042970297,0.459400478
75,2015/7/13 15:57,206,2015/7/13 15:57,0.039009901,0.463460056
76,2015/7/13 16:07,243,2015/7/13 16:07,0.046336634,0.456297713
77,2015/7/13 16:27,238,2015/7/13 16:27,0.045346535,0.457427466
78,2015/7/13 16:47,294,2015/7/13 16:47,0.056435644,0.446575225
79,2015/7/13 17:07,226,2015/7/13 17:07,0.042970297,0.460118356
80,2015/7/13 17:17,209,2015/7/13 17:17,0.03960396,0.46351372
81,2015/7/13 17:57,222,2015/7/13 17:57,0.042178218,0.460984166
82,2015/7/13 18:06,136,2015/7/13 18:06,0.025148515,0.47787648
83,2015/7/13 18:46,129,2015/7/13 18:46,0.023762376,0.479115336
84,2015/7/13 18:56,133,2015/7/13 18:56,0.024554455,0.478192901
85,2015/7/14 9:10,182,2015/7/14 9:10,0.034257426,0.468469487
86,2015/7/14 9:40,253,2015/7/14 9:40,0.048316832,0.454538648
87,2015/7/14 9:50,218,2015/7/14 9:50,0.041386139,0.461523701
88,2015/7/14 10:10,216,2015/7/14 10:10,0.040990099,0.461966828
89,2015/7/14 10:20,203,2015/7/14 10:20,0.038415842,0.464557298
90,2015/7/14 13:11,143,2015/7/14 13:11,0.026534653,0.47633084
91,2015/7/14 14:01,103,2015/7/14 14:01,0.018613861,0.484068646
92,2015/7/14 14:41,162,2015/7/14 14:41,0.03029703,0.472333383
93,2015/7/14 14:51,180,2015/7/14 14:51,0.033861386,0.468761039
94,2015/7/14 15:01,223,2015/7/14 15:01,0.042376238,0.460329754
95,2015/7/14 15:11,282,2015/7/14 15:11,0.054059406,0.448846678
96,2015/7/14 15:21,262,2015/7/14 15:21,0.05009901,0.450403398
97,2015/7/14 15:51,289,2015/7/14 15:51,0.055445545,0.445585735
98,2015/7/14 16:01,260,2015/7/14 16:01,0.04970297,0.45175639
99,2015/7/14 16:09,271,2015/7/14 16:09,0.051881188,0.449981934
100,2015/7/14 16:19,248,2015/7/14 16:19,0.047326733,0.454845857
101,2015/7/14 16:25,234,2015/7/14 16:25,0.044554455,0.457855956
102,2015/7/14 17:05,309,2015/7/14 17:05,0.059405941,0.443354708
103,2015/7/14 17:07,319,2015/7/14 17:07,0.061386139,0.441702574
104,2015/7/14 17:27,266,2015/7/14 17:27,0.050891089,0.452378106
105,2015/7/14 17:57,207,2015/7/14 17:57,0.039207921,0.464091137
106,2015/7/14 18:17,198,2015/7/14 18:17,0.037425743,0.465865507
107,2015/7/14 18:47,223,2015/7/14 18:47,0.042376238,0.46094541
108,2015/7/14 18:57,250,2015/7/14 18:57,0.047722772,0.455673679
109,2015/7/14 19:17,193,2015/7/14 19:17,0.036435644,0.46691068
110,2015/7/15 9:37,144,2015/7/15 9:37,0.026732673,0.476463328
111,2015/7/15 11:37,121,2015/7/15 11:37,0.022178218,0.48082824
112,2015/7/15 12:54,104,2015/7/15 12:54,0.018811881,0.483984352
113,2015/7/15 14:54,161,2015/7/15 14:54,0.03009901,0.472620035
114,2015/7/15 15:34,178,2015/7/15 15:34,0.033465347,0.469223717
115,2015/7/15 16:14,161,2015/7/15 16:14,0.03009901,0.472535337
116,2015/7/15 16:54,204,2015/7/15 16:54,0.038613861,0.464060897
117,2015/7/15 17:04,195,2015/7/15 17:04,0.036831683,0.465867334
118,2015/7/15 17:24,189,2015/7/15 17:24,0.035643564,0.467068328
119,2015/7/15 17:44,214,2015/7/15 17:44,0.040594059,0.462180596
120,2015/7/15 18:04,204,2015/7/15 18:04,0.038613861,0.464199478
121,2015/7/15 18:34,220,2015/7/15 18:34,0.041782178,0.461098216
122,2015/7/15 18:44,219,2015/7/15 18:44,0.041584158,0.461355185
123,2015/7/16 11:44,154,2015/7/16 11:44,0.028712871,0.474148509
124,2015/7/16 14:19,118,2015/7/16 14:19,0.021584158,0.481128985
125,2015/7/16 14:29,124,2015/7/16 14:29,0.022772277,0.479813491
126,2015/7/16 14:59,174,2015/7/16 14:59,0.032673267,0.469896468
127,2015/7/16 15:09,232,2015/7/16 15:09,0.044158416,0.458517773
128,2015/7/16 15:19,316,2015/7/16 15:19,0.060792079,0.442156443
129,2015/7/16 15:29,340,2015/7/16 15:29,0.065544554,0.437707654
130,2015/7/16 15:39,398,2015/7/16 15:39,0.077029703,0.426617803
131,2015/7/16 15:49,401,2015/7/16 15:49,0.077623762,0.426388942
132,2015/7/16 15:50,392,2015/7/16 15:50,0.075841584,0.428479097
133,2015/7/16 16:09,349,2015/7/16 16:09,0.067326733,0.437176935
134,2015/7/16 16:29,388,2015/7/16 16:29,0.075049505,0.429685369
135,2015/7/16 16:39,345,2015/7/16 16:39,0.066534653,0.438312396
136,2015/7/16 16:49,363,2015/7/16 16:49,0.07009901,0.434874342
137,2015/7/16 16:59,516,2015/7/16 16:59,0.10039604,0.404991445
138,2015/7/16 17:09,460,2015/7/16 17:09,0.089306931,0.416341503
139,2015/7/16 17:19,411,2015/7/16 17:19,0.07960396,0.426175246
140,2015/7/16 17:29,413,2015/7/16 17:29,0.08,0.425889893
141,2015/7/16 17:39,331,2015/7/16 17:39,0.063762376,0.442050448
142,2015/7/16 17:49,367,2015/7/16 17:49,0.070891089,0.434912734
143,2015/7/16 17:59,330,2015/7/16 17:59,0.063564356,0.442148868
144,2015/7/16 18:09,288,2015/7/16 18:09,0.055247525,0.450293204
145,2015/7/16 18:19,293,2015/7/16 18:19,0.056237624,0.449152126
146,2015/7/16 18:59,225,2015/7/16 18:59,0.042772277,0.462341742
147,2015/7/16 19:19,226,2015/7/16 19:19,0.042970297,0.461894634
148,2015/7/16 19:29,200,2015/7/16 19:29,0.037821782,0.466766881
149,2015/7/16 19:49,203,2015/7/16 19:49,0.038415842,0.465932675
150,2015/7/16 20:09,197,2015/7/16 20:09,0.037227723,0.466897694
151,2015/7/17 18:11,1185,2015/7/17 18:11,0.232871287,0.273047335
152,2015/7/17 18:21,1081,2015/7/17 18:21,0.212277228,0.295114225
153,2015/7/17 18:31,1174,2015/7/17 18:31,0.230693069,0.278244111
154,2015/7/17 18:45,1336,2015/7/17 18:45,0.262772277,0.247884616
155,2015/7/17 18:55,1174,2015/7/17 18:55,0.230693069,0.2811645
156,2015/7/17 19:05,839,2015/7/17 19:05,0.164356436,0.347862874
157,2015/7/17 19:15,657,2015/7/17 19:15,0.128316832,0.383804488
158,2015/7/17 19:25,507,2015/7/17 19:25,0.098613861,0.413053092
159,2015/7/17 19:35,274,2015/7/17 19:35,0.052475248,0.45825484
160,2015/7/17 19:45,241,2015/7/17 19:45,0.045940594,0.463842555
161,2015/7/17 19:55,187,2015/7/17 19:55,0.035247525,0.473550836
162,2015/7/17 20:05,165,2015/7/17 20:05,0.030891089,0.476972492
163,2015/7/17 20:25,86,2015/7/17 20:25,0.015247525,0.491622328
