,timestamp,value,Datetime,scaled_value,dist
1276,2011/8/23 8:15,3.126851852,2011/8/23 8:15,1,0.504535288
1626,2011/9/6 22:15,0.023883704,2011/9/6 22:15,0,0.499620408
286,2011/7/13 0:15,0.025144241,2011/7/13 0:15,0.000406236,0.49945879
1630,2011/9/7 2:15,0.024925047,2011/9/7 2:15,0.000335596,0.499445953
338,2011/7/15 4:15,0.027194182,2011/7/15 4:15,0.001066875,0.498707313
291,2011/7/13 5:15,0.0282313,2011/7/13 5:15,0.001401109,0.49857341
287,2011/7/13 1:15,0.028929302,2011/7/13 1:15,0.001626055,0.498256583
1627,2011/9/6 23:15,0.028607334,2011/9/6 23:15,0.001522294,0.498169103
292,2011/7/13 6:15,0.029576069,2011/7/13 6:15,0.00183449,0.498136304
628,2011/7/27 6:15,0.029435222,2011/7/27 6:15,0.001789099,0.498083824
288,2011/7/13 2:15,0.030003013,2011/7/13 2:15,0.001972082,0.498022017
289,2011/7/13 3:15,0.030205942,2011/7/13 3:15,0.002037481,0.497949913
1033,2011/8/13 5:15,0.029722747,2011/8/13 5:15,0.00188176,0.49787994
316,2011/7/14 6:15,0.030478291,2011/7/14 6:15,0.002125251,0.497782332
627,2011/7/27 5:15,0.030463445,2011/7/27 5:15,0.002120467,0.497736393
309,2011/7/13 23:15,0.030691715,2011/7/13 23:15,0.002194032,0.497724548
483,2011/7/21 5:15,0.031010235,2011/7/21 5:15,0.002296682,0.497658555
435,2011/7/19 5:15,0.030695005,2011/7/19 5:15,0.002195092,0.497650919
460,2011/7/20 6:15,0.030947486,2011/7/20 6:15,0.00227646,0.49758946
1009,2011/8/12 5:15,0.030895823,2011/8/12 5:15,0.00225981,0.497576098
339,2011/7/15 5:15,0.030878133,2011/7/15 5:15,0.002254109,0.497545798
308,2011/7/13 22:15,0.031310185,2011/7/13 22:15,0.002393347,0.497513759
1031,2011/8/13 3:15,0.03061311,2011/8/13 3:15,0.0021687,0.497489825
315,2011/7/14 5:15,0.031395144,2011/7/14 5:15,0.002420727,0.497480925
484,2011/7/21 6:15,0.03159411,2011/7/21 6:15,0.002484848,0.497466574
307,2011/7/13 21:15,0.031417021,2011/7/13 21:15,0.002427778,0.497464547
459,2011/7/20 5:15,0.031564916,2011/7/20 5:15,0.00247544,0.497376919
247,2011/7/11 8:15,0.031553063,2011/7/11 8:15,0.00247162,0.497336602
293,2011/7/13 7:15,0.032409734,2011/7/13 7:15,0.002747701,0.497217609
317,2011/7/14 7:15,0.032340936,2011/7/14 7:15,0.00272553,0.497186494
290,2011/7/13 4:15,0.032728243,2011/7/13 4:15,0.002850348,0.497128164
340,2011/7/15 6:15,0.032259442,2011/7/15 6:15,0.002699266,0.497126509
306,2011/7/13 20:15,0.032696746,2011/7/13 20:15,0.002840197,0.497033292
603,2011/7/26 5:15,0.032988636,2011/7/26 5:15,0.002934265,0.496912551
1631,2011/9/7 3:15,0.032984019,2011/9/7 3:15,0.002932777,0.496871809
485,2011/7/21 7:15,0.033527885,2011/7/21 7:15,0.00310805,0.496839379
508,2011/7/22 6:15,0.033341315,2011/7/22 6:15,0.003047924,0.49683537
283,2011/7/12 21:15,0.033115554,2011/7/12 21:15,0.002975167,0.496834843
507,2011/7/22 5:15,0.033369706,2011/7/22 5:15,0.003057074,0.496815909
285,2011/7/12 23:15,0.033394316,2011/7/12 23:15,0.003065005,0.496776775
248,2011/7/11 9:15,0.033532944,2011/7/11 9:15,0.003109681,0.496719075
1011,2011/8/12 7:15,0.033792273,2011/8/12 7:15,0.003193255,0.496668045
509,2011/7/22 7:15,0.033920839,2011/7/22 7:15,0.003234688,0.496656593
305,2011/7/13 19:15,0.033836054,2011/7/13 19:15,0.003207365,0.496644279
304,2011/7/13 18:15,0.033784761,2011/7/13 18:15,0.003190834,0.496636491
1032,2011/8/13 4:15,0.033456664,2011/8/13 4:15,0.003085098,0.496626356
626,2011/7/27 4:15,0.033877605,2011/7/27 4:15,0.003220755,0.496619624
240,2011/7/11 0:15,0.033881406,2011/7/11 0:15,0.00322198,0.49659414
1056,2011/8/14 4:15,0.034526495,2011/8/14 4:15,0.003429874,0.496559874
436,2011/7/19 6:15,0.034261268,2011/7/19 6:15,0.003344399,0.496514606
